Nom_districte,Nom_barri,Descripcio_dia_setmana,Nom_mes,Dia_mes,Hora_dia,Descripcio_causa_vianant,Descripcio_tipus_vehicle,tipo_vehiculo,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Longitud,Latitud
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Mayo,10,15,No,Motocicleta,Motocicleta,WW125,HONDA,Desconegut,B,39,2.171534060941928,41.36611553199973
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Mayo,10,15,No,Turisme,Turismo,INSIGNIA,OPEL,Desconegut,B,23,2.171534060941928,41.36611553199973
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Octubre,11,7,No,Motocicleta,Motocicleta,J125,KAWASAKI,Desconegut,B,28,2.124359524125912,41.33259434998936
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Octubre,11,7,No,Tractor camió,Camión,FH,VOLVO,Negre,E C,14,2.124359524125912,41.33259434998936
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Febrero,28,14,No,"Camió rígid > 3,5 tones",Camión,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1216159240231502,41.32788216086242
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Febrero,28,14,No,Turisme,Turismo,GOLF,VOLKSWAGEN,Desconegut,Desconegut,Desconegut,2.1216159240231502,41.32788216086242
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Octubre,7,8,No,Motocicleta,Motocicleta,SH 125,HONDA,Gris,B,6,2.111803296180472,41.33539061467017
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Octubre,7,8,No,Turisme,Turismo,LEON,SEAT,Negre,B,20,2.111803296180472,41.33539061467017
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Julio,10,12,No,Tractor camió,Camión,MAGNUM,RENAULT,Blanc,E C,1,2.111803296180472,41.33539061467017
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Julio,10,12,No,Tractor camió,Camión,TGX,MAN,Blanc,E C,16,2.111803296180472,41.33539061467017
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Julio,15,17,No,Furgoneta,Furgoneta,TRANSIT CONNECT,FORD,Gris,B,6,2.1110751131205125,41.33555883687937
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Julio,15,17,No,Motocicleta,Motocicleta,SES 125,HONDA,Gris,B,24,2.1110751131205125,41.33555883687937
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Abril,2,9,No,Motocicleta,Motocicleta,SH MODE,HONDA,Blanc,B,24,2.10975237224686,41.33701683150562
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Abril,2,9,No,Taxi,Taxi,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.10975237224686,41.33701683150562
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Abril,2,9,No,Turisme,Turismo,C3 1.1,CITROEN,Altres,B,23,2.10975237224686,41.33701683150562
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Junio,26,16,No,Motocicleta,Motocicleta,GSX-R750,SUZUKI,Blau,A,25,2.141909480112423,41.353287460363006
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Junio,26,16,No,Motocicleta,Motocicleta,SUPER DINK 300I,KYMCO,Negre,A,23,2.141909480112423,41.353287460363006
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Septiembre,25,18,No,Turisme,Turismo,LEON,SEAT,Blanc,B,16,2.135638289982913,41.353733325915634
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Septiembre,25,18,No,Turisme,Turismo,V40,VOLVO,Blanc,B,33,2.135638289982913,41.353733325915634
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Diciembre,4,6,No,Turisme,Turismo,FOCUS,FORD,Negre,B,12,2.1353048688090324,41.3537165892817
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Marzo,16,12,No,Taxi,Taxi,TOYOTA PRI,TOYOTA,Negre/Groc,B,14,2.1353048688090324,41.3537165892817
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Marzo,16,12,No,Turisme,Turismo,308SW SPOR,PEUGEOT,Negre,B,14,2.1353048688090324,41.3537165892817
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Marzo,16,12,No,Turisme,Turismo,A5,AUDI,Desconegut,B,32,2.1353048688090324,41.3537165892817
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Enero,29,7,No,Desconegut,Desconegut,Desconegut,Desconegut,Negre/Groc,Desconegut,Desconegut,2.1364380861872347,41.35419925140765
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Enero,29,7,No,Turisme,Turismo,IBIZA,SEAT,Blanc,B,29,2.1364380861872347,41.35419925140765
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Abril,4,21,No,"Camió rígid <= 3,5 tones",Camión,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Abril,4,21,No,Motocicleta,Motocicleta,BURGMAN,SUZUKI,Desconegut,B,10,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Enero,15,18,No,Motocicleta,Motocicleta,NC 700,HONDA,Blanc,A2,1,2.1556598557682123,41.35205822629458
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Enero,15,18,No,Turisme,Turismo,RIO,KIA,Desconegut,B,13,2.1556598557682123,41.35205822629458
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Febrero,12,15,No,Furgoneta,Furgoneta,KANGOO,RENAULT,Blanc,B,6,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Febrero,12,15,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,39,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Febrero,12,15,No,Turisme,Turismo,LEON,SEAT,Vermell,B,30,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Febrero,12,15,No,Turisme,Turismo,S-MAX,FORD,Vermell,B,43,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Septiembre,25,18,No,Turisme,Turismo,CLIO,RENAULT,Blanc,B,17,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Septiembre,25,18,No,Turisme,Turismo,NISSAN QASHQAI+2,NISSAN,Negre,B,31,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Febrero,28,12,No,Taxi,Taxi,TOLEDO,SEAT,Negre/Groc,B,2,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Febrero,28,12,No,Turisme,Turismo,A3 2.0,AUDI,Blau,B,11,2.157733770020118,41.35302064942647
Sants-Montjuïc,la Marina del Prat Vermell,Domingo,Enero,27,13,No,Turisme,Turismo,3008,PEUGEOT,Blanc,B,22,2.159842345326698,41.35521541950734
Sants-Montjuïc,la Marina del Prat Vermell,Domingo,Enero,27,13,No,Turisme,Turismo,C8,CITROEN,Blau,Desconegut,Desconegut,2.159842345326698,41.35521541950734
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Octubre,7,5,No,Motocicleta,Motocicleta,CB 600F,HONDA,Negre,A,3,2.1112101391276905,41.33258885164111
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Octubre,7,5,No,Motocicleta,Motocicleta,KTM 790 DUKE,KTM,Taronja,A,30,2.1112101391276905,41.33258885164111
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Diciembre,2,7,No,Furgoneta,Furgoneta,TRANSIT CUSTOM,FORD,Blanc,B,16,2.1112101391276905,41.33258885164111
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Diciembre,2,7,No,Turisme,Turismo,XSARA 1.6,CITROEN,Vermell,B,30,2.1112101391276905,41.33258885164111
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Junio,29,17,No,Turisme,Turismo,MINI MAN,BMW,Blanc,B,6,2.1364900162422478,41.34797233048534
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Julio,2,7,No,"Camió rígid <= 3,5 tones",Camión,CABSTAR,NISSAN,Blanc,B,7,2.1353597107485465,41.34745834448192
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Julio,2,7,No,Turisme,Turismo,LEON ST,SEAT,Taronja,B,33,2.1353597107485465,41.34745834448192
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Diciembre,23,11,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1508118712523845,41.35299229812434
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Diciembre,23,11,No,Turisme,Turismo,SANDERO,DACIA,Blanc,B,8,2.1508118712523845,41.35299229812434
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Octubre,29,18,No,Turisme,Turismo,LEON,SEAT,Blanc,B,21,2.133198158219753,41.34723878514458
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Octubre,29,18,No,Turisme,Turismo,TOYOTA YARIS HYBRID,TOYOTA,Gris,B,14,2.133198158219753,41.34723878514458
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Octubre,2,8,No,Motocicleta,Motocicleta,X-MAX 125,YAMAHA,Gris,B,12,2.1311998224367223,41.346539418667525
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Octubre,2,8,No,Motocicleta,Motocicleta,YZF R6,YAMAHA,Negre,A,6,2.1311998224367223,41.346539418667525
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Abril,27,16,No,Furgoneta,Furgoneta,FIAT DOBLO,FIAT,Desconegut,B,7,2.134892954270429,41.347818648326665
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Abril,27,16,No,Turisme,Turismo,CLIO,RENAULT,Desconegut,B,12,2.134892954270429,41.347818648326665
Sants-Montjuïc,la Marina del Prat Vermell,Domingo,Diciembre,1,12,No,Turisme,Turismo,C4 1.6,CITROEN,Gris,B,45,2.1332918257901707,41.346746421722685
Sants-Montjuïc,la Marina del Prat Vermell,Domingo,Diciembre,1,12,No,Turisme,Turismo,IBIZA,SEAT,Blanc,B,14,2.1332918257901707,41.346746421722685
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Agosto,12,10,No,Pick-up,Pick-up,HILUX D4D DC GX 144,TOYOTA,Blanc,B,33,2.134892954270429,41.347818648326665
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Agosto,12,10,No,Turisme,Turismo,CIVIC 3DR,HONDA,Negre,B,9,2.134892954270429,41.347818648326665
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Noviembre,20,21,No,Turisme,Turismo,ASTRA,OPEL,Blanc,B,12,2.129182529344353,41.34579483669685
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Noviembre,20,21,No,Turisme,Turismo,LEON 1.6,SEAT,Negre,B,15,2.129182529344353,41.34579483669685
Sants-Montjuïc,la Marina del Prat Vermell,Domingo,Abril,7,12,No,Taxi,Taxi,Altea,SEAT,Negre/Groc,B,11,2.134892954270429,41.347818648326665
Sants-Montjuïc,la Marina del Prat Vermell,Domingo,Abril,7,12,No,Turisme,Turismo,307,PEUGEOT,Blau,B1,41,2.134892954270429,41.347818648326665
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Enero,18,13,No,"Camió rígid > 3,5 tones",Camión,Desconegut,DAF-HERMANNS,Desconegut,C,3,2.1364900162422478,41.34797233048534
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Enero,18,13,No,Motocicleta,Motocicleta,UH 125,SUZUKI,Negre,B,16,2.1364900162422478,41.34797233048534
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Mayo,31,14,No,Motocicleta,Motocicleta,SH125AD,HONDA,Blanc,B,33,2.133253593228348,41.34673613548443
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Mayo,31,14,No,Turisme,Turismo,VECTRA-B-CC,OPEL,Gris,B,52,2.133253593228348,41.34673613548443
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Noviembre,29,12,No,Furgoneta,Furgoneta,COMBO VAN,OPEL,Desconegut,B,19,2.1311998224367223,41.346539418667525
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Noviembre,29,12,No,Motocicleta,Motocicleta,SH300A,HONDA,Negre,B,33,2.1311998224367223,41.346539418667525
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Junio,29,17,No,Turisme,Turismo,MINI MAN,BMW,Blanc,B,6,2.1364900162422478,41.34797233048534
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Abril,9,15,No,Turisme,Turismo,AYGO,TOYOTA,Vermell,B,18,2.1372864996787304,41.34888355477794
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Junio,28,19,No,Turisme,Turismo,LEON ST,SEAT,Gris,B,16,2.13725741400561,41.34874164925423
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Septiembre,27,17,No,Turisme,Turismo,"CORDOBA 1,9TDI 2P",SEAT,Verd,B,25,2.139546969300492,41.34895830642669
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Septiembre,27,17,No,Turisme,Turismo,MAZDA 6,MAZDA,Verd,B,32,2.139546969300492,41.34895830642669
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Agosto,5,11,No,Furgoneta,Furgoneta,VANETTE,NISSAN,Blanc,B,4,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Agosto,5,11,No,Turisme,Turismo,308,PEUGEOT,Negre,B,9,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Noviembre,25,16,No,Tractor camió,Camión,MP440E43TX-P,IVECO BUS,Desconegut,E C,14,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Noviembre,25,16,No,Turisme,Turismo,SEBRING,CHRYSLER,Desconegut,B,45,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Domingo,Octubre,13,23,No,Turisme,Turismo,ACCORD,HONDA,Gris,B,9,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Domingo,Octubre,13,23,No,Turisme,Turismo,CLIO 1.5,RENAULT,Gris,B,1,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Abril,12,11,No,Motocicleta,Motocicleta,JOYMAX 125,SYM,Negre,B,8,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Abril,12,11,No,Turisme,Turismo,FORFOUR,SMART,Taronja,B,6,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Mayo,31,18,No,Ciclomotor,Ciclomotor,COMPAY 50 CUSTOM,APRILIA,Blau,B,44,2.150961494466077,41.35294034815381
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Mayo,31,18,No,Turisme,Turismo,C4 1.6,CITROEN,Gris,B,30,2.150961494466077,41.35294034815381
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Octubre,15,16,No,Motocicleta,Motocicleta,SYMPHONY,S.Y.M,Negre,B,29,2.1359653583666987,41.351979597299135
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Octubre,15,16,No,Turisme,Turismo,TOYOTA COROLLA,TOYOTA,granate,B,33,2.1359653583666987,41.351979597299135
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Julio,15,17,No,Motocicleta,Motocicleta,SH125D,HONDA,Negre,A2,8,2.144119690821921,41.35304054154291
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Julio,15,17,No,Motocicleta,Motocicleta,XP500,YAMAHA,Negre,A,17,2.144119690821921,41.35304054154291
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Febrero,13,12,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,13,2.144119690821921,41.35304054154291
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Febrero,13,12,No,Turisme,Turismo,A4,A.U.D.I.,Negre,B,18,2.144119690821921,41.35304054154291
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Abril,27,14,No,Furgoneta,Furgoneta,BERLINGO,CITROEN,Gris,B,47,2.144119690821921,41.35304054154291
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Abril,27,14,No,Turisme,Turismo,ALTEA XL,SEAT,Desconegut,B,16,2.144119690821921,41.35304054154291
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Agosto,2,12,No,Tot terreny,Turismo,XC 90,VOLVO,Gris,B,22,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Agosto,2,12,No,Turisme,Turismo,TWINGO,RENAULT,Gris,B,22,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Junio,24,18,No,Motocicleta,Motocicleta,SH 300,HONDA,Negre,A,1,2.1456315039134344,41.3505830992771
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Junio,24,18,No,Turisme,Turismo,FIAT 500X,FIAT,Negre,B,21,2.1456315039134344,41.3505830992771
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Mayo,17,22,No,Turisme,Turismo,LODGY,DACIA,Gris,B,19,2.146023396459627,41.350798674402434
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Mayo,17,22,No,Turisme,Turismo,MAZDA 5,MAZDA,Vermell,B,5,2.146023396459627,41.350798674402434
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Diciembre,30,14,No,Motocicleta,Motocicleta,ST 1300,HONDA,Blanc,A,13,2.1409871345872165,41.35773972174841
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Febrero,9,12,No,Motocicleta,Motocicleta,JET 14,SYM,Negre,B,4,2.1456315039134344,41.3505830992771
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Febrero,9,12,No,Turisme,Turismo,STYLO,BERGADANA,Negre,B,22,2.1456315039134344,41.3505830992771
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Enero,30,12,No,Motocicleta,Motocicleta,300,KAWASAKI,Negre,A,23,2.152304261417388,41.35198491687501
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Julio,11,20,No,Motocicleta,Motocicleta,SUPER DINK 125,KYMCO,Gris,B,26,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Julio,11,20,No,Turisme,Turismo,Superb,SKODA,Negre,B,31,2.1455754166848475,41.351023778557504
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Junio,20,7,No,Autobús,Autobús,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.145135696568899,41.35202439508522
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Junio,20,7,No,Turisme,Turismo, ,ASTON MARTIN,Negre,B,22,2.145135696568899,41.35202439508522
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Noviembre,8,14,No,Motocicleta,Motocicleta,GSX-R125,SUZUKI,Blanc,B,3,2.1451366150824915,41.35202728429745
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Noviembre,8,14,No,Turisme,Turismo,MAZDA CX-5,MAZDA,Blanc,B,35,2.1451366150824915,41.35202728429745
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Julio,15,14,No,Ciclomotor,Ciclomotor,GPR 50 2T,DERBI,Desconegut,Llicència,12,2.1440383745236025,41.35356281998647
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Julio,15,14,No,Motocicleta,Motocicleta,Z800,KAWASAKI,Negre,A,20,2.1440383745236025,41.35356281998647
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Enero,22,21,No,Autobús,Autobús,CITYCLASS,IRISBUS,Vermell,D,31,2.135632097905208,41.36385981775578
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Enero,22,21,No,Turisme,Turismo,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.135632097905208,41.36385981775578
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Enero,7,13,No,Motocicleta,Motocicleta,ZR 800,KAWASAKI,Negre,A,6,2.143249271693105,41.35421962685513
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Enero,7,13,No,Turisme,Turismo,C3,CITROEN,Blau,B,3,2.143249271693105,41.35421962685513
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Noviembre,9,12,No,Furgoneta,Furgoneta,DOBLO,FIAT,Gris,B,31,2.143222387957461,41.35467439357994
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Noviembre,9,12,No,Turisme,Turismo,320D,BMW,Blanc,B,13,2.143222387957461,41.35467439357994
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Noviembre,19,16,No,"Camió rígid <= 3,5 tones",Camión,NISSAN NT400,NISSAN,Blanc,B,23,2.142825641859865,41.3544267963856
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Noviembre,19,16,No,Turisme,Turismo,CORSA,OPEL,Blanc,Desconegut,Desconegut,2.142825641859865,41.3544267963856
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Abril,13,8,No,Bicicleta,Bicicleta,Orca,ORBEA,Negre,Desconegut,Desconegut,2.14170902545308,41.35634372806371
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Abril,13,8,No,Motocicleta,Motocicleta,LIBERTY,PIAGGIO,Desconegut,B,4,2.14170902545308,41.35634372806371
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Septiembre,19,16,No,Turisme,Turismo,LEON,SEAT,Gris,B,7,2.1407725172599057,41.34243290115332
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Septiembre,19,16,No,Turisme,Turismo,LEON ST,SEAT,Blanc,B,20,2.1407725172599057,41.34243290115332
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Julio,1,18,No,Motocicleta,Motocicleta,T MAX,YAMAHA,Gris,A,2,2.138579971778365,41.33299423006925
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Octubre,28,17,No,Motocicleta,Motocicleta,NSS125AD,HONDA,Blanc,B,21,2.138579971778365,41.33299423006925
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Octubre,28,17,No,Tractor camió,Camión,19603 FLT,MAN,Verd,C,36,2.138579971778365,41.33299423006925
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Mayo,15,10,No,"Camió rígid > 3,5 tones",Camión,420.32 8X4,RENAULT,Desconegut,C,13,2.13732361906288,41.33311218551872
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Mayo,15,10,No,Motocicleta,Motocicleta,FLAME RKV TITANIC,KEEWAY,Desconegut,B,9,2.13732361906288,41.33311218551872
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Junio,5,15,No,Ciclomotor,Ciclomotor,LIBERTY 50 CAT,PIAGGIO,Gris,B,4,2.138579971778365,41.33299423006925
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Junio,5,15,No,Tractor camió,Camión,XF 510 FT,DAF-HERMANNS,Blanc,E C,29,2.138579971778365,41.33299423006925
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Julio,26,9,No,Motocicleta,Motocicleta,CB 600F,HONDA,Blanc,A,24,2.138579971778365,41.33299423006925
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Agosto,24,2,No,Motocicleta,Motocicleta,GRAND DINK 125,KYMCO,Blanc,B,8,2.129521391503133,41.3361827284213
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Octubre,18,4,No,Turisme,Turismo,LEON 1.9,SEAT,Desconegut,B,14,2.113398633251761,41.33697571197437
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Octubre,18,4,No,Turisme,Turismo,LEON ST,SEAT,Desconegut,B,23,2.113398633251761,41.33697571197437
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Noviembre,13,15,No,Tractor camió,Camión,T HIGH 520,RENAULT,Blanc,E C,28,2.1244305657656195,41.33769447824098
Sants-Montjuïc,la Marina del Prat Vermell,Miércoles,Noviembre,13,15,No,Turisme,Turismo,LEON,SEAT,Blanc,B,24,2.1244305657656195,41.33769447824098
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Noviembre,9,5,No,Turisme,Turismo,207,PEUGEOT,Gris,B,2,2.1244305657656195,41.33769447824098
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Noviembre,9,5,No,Turisme,Turismo,ASTRA,OPEL,Negre,B,16,2.1244305657656195,41.33769447824098
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Noviembre,28,20,No,Maquinària d'obres i serveis,Maquinària d'obres i serveis,ATLEON,NISSAN,Blanc,B,6,2.132438142145423,41.32960919764168
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Noviembre,28,20,No,Tractor camió,Camión,TGX,MAN,Blanc,E C,16,2.132438142145423,41.32960919764168
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Noviembre,5,13,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,4,2.1303479729343104,41.33033897304917
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Noviembre,5,13,No,Turisme,Turismo,VECTRA-C,OPEL,Negre,B,54,2.1303479729343104,41.33033897304917
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Marzo,28,18,No,Motocicleta,Motocicleta,SH 100,HONDA,Gris,B,28,2.1268030240207927,41.33175251976663
Sants-Montjuïc,la Marina del Prat Vermell,Jueves,Marzo,28,18,No,Turisme,Turismo,SLK 200 COMPRESOR,MERCEDES-BENZ,Gris,B,34,2.1268030240207927,41.33175251976663
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Diciembre,2,16,No,Furgoneta,Furgoneta,PROACE,TOYOTA,Blanc,B,8,2.1268030240207927,41.33175251976663
Sants-Montjuïc,la Marina del Prat Vermell,Lunes,Diciembre,2,16,No,Motocicleta,Motocicleta,CBR125R,HONDA,Altres,A,23,2.1268030240207927,41.33175251976663
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Febrero,22,7,No,Turisme,Turismo,ACCORD,HONDA,Negre,B,41,2.120729394669645,41.324317880047126
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Febrero,22,7,No,Turisme,Turismo,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.120729394669645,41.324317880047126
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Febrero,22,7,No,Turisme,Turismo,FABIA,SKODA,Gris,B,17,2.120729394669645,41.324317880047126
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Febrero,22,7,No,Turisme,Turismo,FORTWO,SMART,Gris,B,6,2.120729394669645,41.324317880047126
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Enero,11,14,No,"Camió rígid <= 3,5 tones",Camión,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.121123659044948,41.33685760770891
Sants-Montjuïc,la Marina del Prat Vermell,Viernes,Enero,11,14,No,Motocicleta,Motocicleta,UH 125,SUZUKI,Desconegut,B,28,2.121123659044948,41.33685760770891
Sants-Montjuïc,la Marina del Prat Vermell,Sábado,Enero,19,21,No,Turisme,Turismo,IBIZA,SEAT,Blau,B,22,2.122475654161962,41.33311189343931
Sants-Montjuïc,la Marina del Prat Vermell,Martes,Abril,9,16,No,"Camió rígid > 3,5 tones",Camión,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1159968833652334,41.33535327505111
