Nom_districte,Nom_barri,Descripcio_dia_setmana,Nom_mes,Dia_mes,Hora_dia,Descripcio_causa_vianant,Descripcio_tipus_vehicle,tipo_vehiculo,Descripcio_model,Descripcio_marca,Descripcio_color,Descripcio_carnet,Antiguitat_carnet,Longitud,Latitud
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Junio,20,8,No,Motocicleta,Motocicleta,XJ 6,YAMAHA,Blanc,A,3,2.1561204733152386,41.39419776311075
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Mayo,22,8,No,Turisme,Turismo, ,A U D I,Negre,Desconegut,Desconegut,2.157226825562005,41.38309225559452
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Mayo,22,8,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,JOYOR,Negre,Sense permís,Desconegut,2.157226825562005,41.38309225559452
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Febrero,10,20,No,Motocicleta,Motocicleta,SH 300,HONDA,Negre,B,34,2.157226825562005,41.38309225559452
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Mayo,7,1,No,Motocicleta,Motocicleta,FAT BOY,HARLEY DAVIDSON,Negre,A2,2,2.157226825562005,41.38309225559452
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Mayo,7,1,No,Turisme,Turismo,Desconegut,VOLKSWAGEN,Negre,Desconegut,Desconegut,2.157226825562005,41.38309225559452
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Diciembre,10,15,No,Veh. mobilitat personal amb motor,Patinete/patín, ,ES DESCONEIX,Desconegut,Desconegut,Desconegut,2.158368400460541,41.38394325557144
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Diciembre,10,15,No,Veh. mobilitat personal amb motor,Patinete/patín,M-365,XIAOMI,Gris,B,33,2.158368400460541,41.38394325557144
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Marzo,8,20,Sí,Bicicleta,Bicicleta,Desconegut,KTM,Negre,Desconegut,Desconegut,2.158368400460541,41.38394325557144
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Agosto,5,15,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Blanc,Desconegut,Desconegut,2.159504543519099,41.384791141960505
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Julio,19,19,No,Motocicleta,Motocicleta,Z800 ABS,KAWASAKI,Verd,A,2,2.15932055993172,41.38453425737061
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Julio,19,19,No,Turisme,Turismo,MOKKA X,OPEL,Gris,B,Desconegut,2.15932055993172,41.38453425737061
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Febrero,14,5,No,Motocicleta,Motocicleta,4CX CY90,YAMAHA,Negre,Desconegut,Desconegut,2.158997527080745,41.38429265967352
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Febrero,14,5,No,Motocicleta,Motocicleta,YP 250,YAMAHA,Desconegut,Desconegut,Desconegut,2.158997527080745,41.38429265967352
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Mayo,9,12,No,Turisme,Turismo,500,FIAT,Gris,B,14,2.159504543519099,41.384791141960505
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Mayo,9,12,No,Veh. mobilitat personal amb motor,Patinete/patín,XS,JOYOR,Negre,Es desconeix,Desconegut,2.159504543519099,41.384791141960505
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Diciembre,5,18,No,"Camió rígid > 3,5 tones",Camión,FL,EQUIPFRED,Blanc,C,5,2.1596304096709127,41.38504751172279
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Diciembre,5,18,No,Turisme,Turismo,IBIZA,SEAT,Gris,B,1,2.1596304096709127,41.38504751172279
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Junio,20,20,No,Turisme,Turismo,Desconegut,Desconegut,Gris,Desconegut,Desconegut,2.160062458847686,41.385219825756295
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Junio,20,20,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,XIAOMI,Negre,Desconegut,13,2.160062458847686,41.385219825756295
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Octubre,10,19,No,Motocicleta,Motocicleta,PES125,HONDA,Negre,B,25,2.160069174104565,41.38509764409544
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Octubre,10,19,No,Turisme,Turismo,CLA 200 D,MERCEDES-BENZ,Gris,B,8,2.160069174104565,41.38509764409544
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Noviembre,19,21,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,2,2.160218139794391,41.3854923556343
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Noviembre,19,21,No,Tot terreny,Turismo,FREELANDER 2,LAND ROVER,Blanc,B,27,2.160218139794391,41.3854923556343
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Enero,2,19,No,Motocicleta,Motocicleta,SUPER DINK,KYMCO,Blanc,B,12,2.1606293365518843,41.38564037545985
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Enero,2,19,No,Turisme,Turismo,ASTRA,OPEL,Negre,B,7,2.1606293365518843,41.38564037545985
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Septiembre,6,21,No,Turisme,Turismo,VITO TOURER 114 CDI,MERCEDES-BENZ,Negre/Groc,B,13,2.160904328357805,41.38600087643535
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Septiembre,6,21,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.160904328357805,41.38600087643535
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Julio,22,20,No,Motocicleta,Motocicleta,S 02,SCUTUM,Vermell,A2,7,2.1606293365518843,41.38564037545985
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Julio,22,20,No,Turisme,Turismo,ALTEA XL,SEAT,Negre/Groc,B,26,2.1606293365518843,41.38564037545985
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Noviembre,5,9,No,Furgoneta,Furgoneta,BERL.20HDI MULTIVOL,CITROEN,Blanc,B,15,2.1606293365518843,41.38564037545985
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Noviembre,5,9,No,Motocicleta,Motocicleta,PES125,HONDA,Desconegut,B,14,2.1606293365518843,41.38564037545985
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Diciembre,18,14,No,Autobús,Autobús,18.460 HOCL,MAN,Verd,D,13,2.161075421723872,41.38613552387847
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Diciembre,18,14,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Blanc,Sense permís,Desconegut,2.161075421723872,41.38613552387847
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Enero,24,15,No,Motocicleta,Motocicleta,BX 125,Brixton,Gris,B,1,2.1609633735589693,41.385771257540775
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Abril,9,18,No,Bicicleta,Bicicleta,ROCKRIDER,DECATHLON,Negre,Desconegut,Desconegut,2.161772886535368,41.38650279530343
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Abril,9,18,No,Turisme,Turismo,COROLLA,TOYOTA,Desconegut,B,32,2.161772886535368,41.38650279530343
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Julio,21,21,No,Motocicleta,Motocicleta,K-XCT 125,KYMCO,Negre,B,12,2.161772886535368,41.38650279530343
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Julio,21,21,No,Turisme,Turismo,XSARA PICASSO,CITROEN,Negre,B,14,2.161772886535368,41.38650279530343
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Enero,21,18,No,Motocicleta,Motocicleta,AGIITY CIT,KYMCO,Negre,B,6,2.162495234743746,41.38719640219346
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Enero,21,18,No,Turisme,Turismo,A 200,MERCEDES,Negre,B,32,2.162495234743746,41.38719640219346
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Septiembre,3,13,No,Motocicleta,Motocicleta,SCV100,HONDA,Desconegut,B,Desconegut,2.162495234743746,41.38719640219346
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Septiembre,3,13,No,Turisme,Turismo,C 200 BLUETEC,MERCEDES-BENZ,Gris,B,53,2.162495234743746,41.38719640219346
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Octubre,5,12,No,Taxi,Taxi,PRIUS ADVANCE,TOYOTA,Negre/Groc,B,7,2.162567503155079,41.38725016202869
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Octubre,5,12,No,Veh. mobilitat personal amb motor,Patinete/patín,M-365,XIAOMI,Negre,B,24,2.162567503155079,41.38725016202869
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Octubre,15,20,No,Ciclomotor,Ciclomotor,N SHARING,NIU,Desconegut,B,12,2.164024243472197,41.3882051827738
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Octubre,15,20,No,Motocicleta,Motocicleta,AN150 X VERDE,SUZUKI,Verd,A,24,2.164024243472197,41.3882051827738
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Junio,21,20,No,Bicicleta,Bicicleta,Desconegut,BICING,Vermell,Desconegut,Desconegut,2.164024243472197,41.3882051827738
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Junio,21,20,No,Turisme,Turismo,TOLEDO,SEAT,Desconegut,B,16,2.164024243472197,41.3882051827738
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Julio,9,13,No,"Camió rígid <= 3,5 tones",Camión,35C15,IVECO BUS,Verd,B,17,2.163341862730232,41.38783443175595
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Julio,9,13,No,Motocicleta,Motocicleta,SH 125,HONDA,Verd,B,32,2.163341862730232,41.38783443175595
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Septiembre,2,21,No,Motocicleta,Motocicleta,MP3 YOURBA,PIAGGIO,Gris,B,2,2.1600921701911995,41.388645022751874
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Septiembre,2,21,No,Turisme,Turismo,A5,AUDI,Negre,B,2,2.1600921701911995,41.388645022751874
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Enero,16,13,No,Furgoneta,Furgoneta,TRANSIT,FORD,Negre/Groc,B,18,2.159508595716759,41.389909095171774
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Enero,16,13,No,Veh. mobilitat personal amb motor,Patinete/patín,M-365,XIAOMI,Gris,Es desconeix,Desconegut,2.159508595716759,41.389909095171774
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Julio,5,11,Sí,Furgoneta,Furgoneta,MASTER,RENAULT,Groc,B,23,2.158380960093025,41.390759528980894
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Mayo,2,14,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.158380960093025,41.390759528980894
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Mayo,2,14,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.158380960093025,41.390759528980894
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Julio,24,18,No,Motocicleta,Motocicleta,SH125AD,HONDA,Blanc,B,15,2.1561277694223584,41.3924683947334
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Julio,24,18,No,Turisme,Turismo,GOLF,VOLKSWAGEN,Platejat,Es desconeix,Desconegut,2.1561277694223584,41.3924683947334
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Septiembre,6,10,No,Furgoneta,Furgoneta,INTERSTAR,NISSAN,Blanc,B,15,2.1561277694223584,41.3924683947334
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Septiembre,6,10,No,Motocicleta,Motocicleta,MILER 125,KYMCO,Gris,B,30,2.1561277694223584,41.3924683947334
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Octubre,15,14,No,Motocicleta,Motocicleta,ELYSEO 150,PEUGEOT,Altres,B,9,2.1561277694223584,41.3924683947334
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Octubre,15,14,No,Veh. mobilitat personal amb motor,Patinete/patín,M-365,XIAOMI,Blanc,Desconegut,Desconegut,2.1561277694223584,41.3924683947334
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Abril,14,7,No,Motocicleta,Motocicleta,PEOPLE GTI,KYMCO,Negre,Desconegut,Desconegut,2.1557201853896863,41.39263951785431
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Abril,14,7,No,Turisme,Turismo,GOLF,VOLKSWAGEN,Negre,B,8,2.1557201853896863,41.39263951785431
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Septiembre,24,2,No,Motocicleta,Motocicleta,Z800 ABS,KAWASAKI,Negre,A,1,2.1549792193894493,41.39333827738811
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Septiembre,24,2,No,Turisme,Turismo,CADDY,VOLKSWAGEN,Negre/Groc,B,4,2.1549792193894493,41.39333827738811
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Abril,11,14,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.1549792193894493,41.39333827738811
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Marzo,26,20,No,Taxi,Taxi,PRIUS,TOYOTA,Negre/Groc,B,36,2.1549792193894493,41.39333827738811
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Marzo,26,20,No,Veh. mobilitat personal amb motor,Patinete/patín, ,XIAOMI,Desconegut,Desconegut,Desconegut,2.1549792193894493,41.39333827738811
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Febrero,24,23,No,Bicicleta,Bicicleta,Desconegut,BTWIN,Groc,Desconegut,Desconegut,2.1546109690762147,41.39348257311782
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Agosto,22,14,No,Motocicleta,Motocicleta,SH 125,HONDA,Negre,B,14,2.154619481947964,41.39533653947013
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Agosto,22,14,No,Turisme,Turismo,MOKKA X,OPEL,Blau,B,3,2.154619481947964,41.39533653947013
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Octubre,17,4,No,Motocicleta,Motocicleta,COMPAY 125,APRILIA,Negre,B,8,2.154619481947964,41.39533653947013
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Febrero,11,13,No,Autobús,Autobús,Desconegut,SCANIA,Vermell,D,11,2.154619481947964,41.39533653947013
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Febrero,11,13,No,Autobús articulat,Autobús,HYBRID H18,SOLARIS,Vermell,D,22,2.154619481947964,41.39533653947013
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Mayo,15,7,Sí,Ciclomotor,Ciclomotor,SH 50,HONDA,Negre,AM,19,2.154619481947964,41.39533653947013
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Mayo,15,7,Sí,Motocicleta,Motocicleta,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.154619481947964,41.39533653947013
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Septiembre,18,16,No,Motocicleta,Motocicleta,SH125D,HONDA,Negre,B,29,2.154370361036315,41.39502854718783
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Septiembre,18,16,No,Turisme,Turismo,Rodius,SSANGYONG,Desconegut,B,37,2.154370361036315,41.39502854718783
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Mayo,15,16,No,Motocicleta,Motocicleta,SYMPHONY 125 ST,S.Y.M,Gris,B,6,2.153861983056029,41.39489951670926
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Mayo,15,16,No,Turisme,Turismo,GLA 220 CDI,MERCEDES-BENZ,Negre,B,33,2.153861983056029,41.39489951670926
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Noviembre,21,18,No,Ciclomotor,Ciclomotor,ES2,ASKOLL,Blanc,B,0,2.152881892927283,41.394655500302605
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Noviembre,21,18,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.152881892927283,41.394655500302605
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Noviembre,29,17,No,Motocicleta,Motocicleta,SH 125,HONDA,Blau,A,49,2.1530812039226745,41.39494817689052
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Noviembre,29,17,No,Taxi,Taxi,LEON ST,SEAT,Negre/Groc,B,42,2.1530812039226745,41.39494817689052
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Marzo,21,8,No,Motocicleta,Motocicleta,SATELIS 12,PEUGEOT,Vermell,B,32,2.151216010903176,41.39447856778735
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Marzo,21,8,No,Motocicleta,Motocicleta,SES 125,HONDA,Negre,B,9,2.151216010903176,41.39447856778735
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Noviembre,7,20,No,Motocicleta,Motocicleta,NSC110MPD,HONDA,Negre,B,8,2.151216010903176,41.39447856778735
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Noviembre,7,20,No,Turisme,Turismo,C-ELYSÉE BLUEHDI 100 E,CITROEN,Negre/Groc,BTP,10,2.151216010903176,41.39447856778735
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Abril,1,23,No,Motocicleta,Motocicleta,GT125 O RA,SCOMADI,Negre,B,1,2.151216010903176,41.39447856778735
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Abril,1,23,No,Motocicleta,Motocicleta,NSS125AD,HONDA,Blanc,B,17,2.151216010903176,41.39447856778735
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Marzo,8,8,No,Motocicleta,Motocicleta,AFRICA TWIN,HONDA,Negre,A,32,2.151216010903176,41.39447856778735
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Marzo,8,8,No,Motocicleta,Motocicleta,ANC 125,HONDA,Blanc,B,16,2.151216010903176,41.39447856778735
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Marzo,19,14,No,Motocicleta,Motocicleta,X Max,YAMAHA,Desconegut,A,39,2.1511899801768037,41.39421761144819
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Marzo,19,14,No,Turisme,Turismo,Q2,AUDI,Desconegut,B,6,2.1511899801768037,41.39421761144819
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Diciembre,4,17,No,Turisme,Turismo,ARONA,SEAT,Blanc,B,48,2.1495145622258414,41.39404851047977
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Abril,1,16,No,Autobús,Autobús,CITYCLASS 18 31,IRISBUS,Desconegut,D,9,2.1495145622258414,41.39404851047977
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Mayo,24,15,No,Turisme,Turismo,PASSAT 2.0,VOLKSWAGEN,Gris,B,61,2.147823273277391,41.39362075512312
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Mayo,24,15,No,Turisme,Turismo,T-ROC,VOLKSWAGEN,Gris,B,16,2.147823273277391,41.39362075512312
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Enero,24,16,No,Turisme,Turismo,118 D,BMW,Blanc,B,28,2.145712804488229,41.39332641557116
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Enero,24,16,No,Turisme,Turismo,BERLINGO,CITROEN,Marró,B,13,2.145712804488229,41.39332641557116
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Enero,24,16,No,Turisme,Turismo,CAYENNE,PORSCHE,Blanc,B,36,2.145712804488229,41.39332641557116
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Octubre,13,22,No,Motocicleta,Motocicleta,SYMPHONY,S.Y.M,Gris,B,11,2.1454436130786214,41.393020326640375
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Octubre,13,22,No,Turisme,Turismo,CIVIC 5DR,HONDA,Blanc,B,10,2.1454436130786214,41.393020326640375
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Julio,4,18,No,Motocicleta,Motocicleta,SH 125,HONDA,Desconegut,B,9,2.1521188068291752,41.39443820555065
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Julio,4,18,No,Motocicleta,Motocicleta,SPORT CITY 125,APRILIA,Desconegut,B,6,2.1521188068291752,41.39443820555065
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Septiembre,17,11,No,Motocicleta,Motocicleta,SH 150,HONDA,Verd,A,15,2.1444074170164766,41.391996951170775
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Septiembre,17,11,No,Motocicleta,Motocicleta,SH125AD,HONDA,Negre,B,18,2.1444074170164766,41.391996951170775
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Agosto,28,23,No,Autobús,Autobús,CITELIS 12,IRISBUS,Groc,D,12,2.144461058231664,41.392120481256136
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Agosto,28,23,No,Turisme,Turismo,407 2.0,PEUGEOT,Gris,B,30,2.144461058231664,41.392120481256136
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Noviembre,30,10,No,Veh. mobilitat personal amb motor,Patinete/patín,M-365,XIAOMI,Negre,B,10,2.144257861424464,41.39239216472994
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Noviembre,30,10,No,Veh. mobilitat personal amb motor,Patinete/patín,M-365,XIAOMI,Negre,B,3,2.144257861424464,41.39239216472994
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Julio,18,18,No,Furgoneta,Furgoneta,FIORINO,FIAT,Blanc,B,36,2.1591259442452158,41.38230854256224
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Julio,18,18,No,Motocicleta,Motocicleta,AGILITY CITY 125,KYMCO,Blanc,B,17,2.1591259442452158,41.38230854256224
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Julio,18,18,No,Turisme,Turismo,MINI COOPER,MINI,Blanc,B,13,2.1591259442452158,41.38230854256224
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Mayo,24,16,No,Motocicleta,Motocicleta,PEOPLE 125,KYMCO,Negre,B,20,2.159218025298989,41.38237406889189
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Mayo,24,16,No,Turisme,Turismo,MONDEO,FORD,Blanc,B,23,2.159218025298989,41.38237406889189
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Junio,20,21,No,Ciclomotor,Ciclomotor,ES2,ASKOLL,Desconegut,B1,2,2.1589886933101323,41.38286203642662
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Junio,20,21,No,Turisme,Turismo,TOYOTA RAV4,TOYOTA,Desconegut,B,47,2.1589886933101323,41.38286203642662
Eixample,l'Antiga Esquerra de l'Eixample,Martes,Febrero,26,19,No,Autobús articulat,Autobús,NG 313 F G,MAN,Vermell,D,9,2.1596106452622728,41.38300646592505
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Marzo,23,14,No,Furgoneta,Furgoneta,BERLINGO,CITROEN,Blau,B,35,2.159108331881908,41.38295154385195
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Marzo,23,14,No,Motocicleta,Motocicleta,SH 125,HONDA,Blau,B,23,2.159108331881908,41.38295154385195
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Abril,7,15,No,Motocicleta,Motocicleta,CBR1000RR,HONDA,Vermell,A,6,2.1596106452622728,41.38300646592505
Eixample,l'Antiga Esquerra de l'Eixample,Domingo,Abril,7,15,No,Turisme,Turismo,Q3,AUDI,Gris,B,39,2.1596106452622728,41.38300646592505
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Febrero,4,18,No,Motocicleta,Motocicleta,COMET 650,HYOSUNG,Vermell,A,1,2.1596106452622728,41.38300646592505
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Febrero,4,18,No,Turisme,Turismo,207,PEUGEOT,Blanc,B,12,2.1596106452622728,41.38300646592505
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Mayo,2,20,No,Ciclomotor,Ciclomotor,VESPA,PIAGGIO,Negre,AM,13,2.160724913514286,41.38385346003364
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Mayo,2,20,No,Motocicleta,Motocicleta,NINJA ZX-6,KAWASAKI,Verd,A2,1,2.160724913514286,41.38385346003364
Eixample,l'Antiga Esquerra de l'Eixample,Lunes,Septiembre,2,11,No,Veh. mobilitat personal amb motor,Patinete/patín,Desconegut,Desconegut,Desconegut,Desconegut,Desconegut,2.160249109699851,41.38381044594001
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Septiembre,28,14,No,"Camió rígid <= 3,5 tones",Camión,LT 46,VOLKSWAGEN,Blanc,B,16,2.160724913514286,41.38385346003364
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Septiembre,28,14,No,Turisme,Turismo,SONATA 2.5 GLS,HYUNDAI,Gris,B,20,2.160724913514286,41.38385346003364
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Agosto,10,22,No,Bicicleta,Bicicleta,Desconegut,Desconegut,Vermell,Desconegut,Desconegut,2.161213305448133,41.38453627097655
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Agosto,10,22,No,Motocicleta,Motocicleta,CBF 250,HONDA,Negre,Desconegut,Desconegut,2.161213305448133,41.38453627097655
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Marzo,7,12,No,Motocicleta,Motocicleta,CB 250 TWO FIFTY,HONDA,Desconegut,A,33,2.1613983307483777,41.38467543316263
Eixample,l'Antiga Esquerra de l'Eixample,Jueves,Marzo,7,12,No,Turisme,Turismo,LEON,SEAT,Negre,B,27,2.1613983307483777,41.38467543316263
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Junio,12,11,No,Furgoneta,Furgoneta,EXP FG 227 L1H1 125,PEUGEOT,Blanc,B,3,2.161276677189933,41.38458402188551
Eixample,l'Antiga Esquerra de l'Eixample,Miércoles,Junio,12,11,No,Turisme,Turismo,LEGACY,SUBARU,Gris,B,25,2.161276677189933,41.38458402188551
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Marzo,30,6,No,Motocicleta,Motocicleta,RV 125,SUZUKI,Negre,B,21,2.161872647896521,41.384704380106825
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Marzo,30,6,No,Taxi,Taxi,CADDY,VOLKSWAGEN,Negre/Groc,B,11,2.161872647896521,41.384704380106825
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Junio,15,17,No,Taxi,Taxi,ALHAMBRA,SEAT,Negre/Groc,B,30,2.161872647896521,41.384704380106825
Eixample,l'Antiga Esquerra de l'Eixample,Sábado,Junio,15,17,No,Veh. mobilitat personal amb motor,Patinete/patín,XS,JOYOR,Negre,Sense permís,Desconegut,2.161872647896521,41.384704380106825
Eixample,l'Antiga Esquerra de l'Eixample,Viernes,Diciembre,13,14,Sí,Motocicleta,Motocicleta,GRAND DINK 300,KYMCO,Gris,A2,7,2.161872647896521,41.384704380106825
